Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Blinkit,1.5,Car carry address skill though shoulder perhaps sound.,25,Delhi,Pharmacy,Negative,Medium,No,In Stock,2,Correct
JioMart,3.0,Ago follow send training lay blood black them always.,46,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,4,Correct
Blinkit,1.2,Five young mission senior man eye.,52,Jaipur,Pharmacy,Neutral,Low,Yes,Out of Stock,5,Incorrect
Zepto,1.7,Government together police go consumer pay car floor political Congress woman machine.,53,Mumbai,Essentials,Neutral,Low,Yes,In Stock,4,Correct
Swiggy Instamart,4.4,Herself southern boy church artist new here program build.,56,Chennai,Food,Neutral,High,No,Out of Stock,3,Incorrect
JioMart,2.2,Central night before work drive box situation however nature eight every good thought.,10,Chennai,Food,Positive,Medium,Yes,Out of Stock,4,Incorrect
Zepto,2.2,Congress avoid song north audience traditional moment.,49,Delhi,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,3.9,Prove north city perform class total move court result heavy.,21,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Correct
Zepto,1.4,Action my daughter product indicate national late.,32,Bangalore,Electronics,Negative,High,No,In Stock,1,Incorrect
Swiggy Instamart,4.8,Language group natural pressure dog wait.,36,Chennai,Electronics,Positive,High,No,In Stock,2,Correct
Zepto,2.8,Education worker magazine chance think exist dog recently now three lay high surface.,58,Delhi,Essentials,Neutral,High,No,Out of Stock,1,Correct
JioMart,2.7,Hospital wall avoid market seek season.,49,Chennai,Electronics,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,4.9,Relationship so off police three yeah light maintain involve note.,37,Lucknow,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.3,Or piece ground down green learn ready best suddenly role consider friend.,45,Kolkata,Food,Positive,High,No,In Stock,2,Incorrect
Swiggy Instamart,2.8,Camera amount trade up yard figure one material hundred government.,26,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
JioMart,1.3,Environmental prove research half poor clear piece market somebody.,57,Kolkata,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
Zepto,1.9,If ago kid including use expert yes suffer.,19,Kolkata,Electronics,Positive,Medium,No,Out of Stock,3,Correct
JioMart,2.8,May economy management sure themselves benefit upon let buy.,44,Mumbai,Essentials,Negative,Low,Yes,In Stock,5,Correct
JioMart,4.3,Radio lay good late produce city his series lay too husband what force.,40,Jaipur,Essentials,Negative,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,2.6,Foreign brother American just technology four toward too like world discuss leg wrong.,10,Mumbai,Grocery,Negative,High,Yes,In Stock,2,Correct
JioMart,3.6,Growth guess claim pressure my push accept success member.,13,Ahmedabad,Essentials,Neutral,Low,No,In Stock,3,Correct
Zepto,2.8,Director from sense yet memory consider red design but base message mean.,33,Ahmedabad,Essentials,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,1.3,Low management husband soon good ground head choice father.,15,Jaipur,Pharmacy,Negative,High,No,Out of Stock,1,Incorrect
Zepto,3.1,Vote activity organization stay her writer simple scientist know return little.,57,Jaipur,Essentials,Negative,Low,No,In Stock,5,Incorrect
JioMart,3.8,Prevent appear analysis general good use moment song.,12,Lucknow,Pharmacy,Negative,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.6,Audience week example end government month building true.,27,Lucknow,Essentials,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,2.8,Until four easy on clearly phone yet list system political could last.,28,Pune,Essentials,Positive,Medium,No,In Stock,2,Incorrect
JioMart,1.1,Fear foot million law above stop themselves perform begin trouble table account.,23,Delhi,Grocery,Positive,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.8,Put product suddenly bring treatment reach white upon suddenly become system decade within.,38,Jaipur,Electronics,Negative,High,No,Out of Stock,5,Correct
JioMart,1.8,Plan health lead community card possible.,48,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,2,Correct
Blinkit,1.9,Start woman tax we red face mother ball lawyer.,58,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,5,Correct
Swiggy Instamart,2.8,Require wait must type ground bad decision.,44,Delhi,Grocery,Neutral,Medium,No,In Stock,1,Correct
Swiggy Instamart,4.7,Trouble begin song soldier allow left rock first want range because business.,31,Lucknow,Essentials,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,4.9,And forget tough or environmental catch.,53,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.8,Operation peace class pattern certainly affect throughout car town human money image.,60,Bangalore,Pharmacy,Neutral,High,No,Out of Stock,5,Correct
Swiggy Instamart,2.7,Rather notice provide suffer traditional push score behavior discuss school sometimes.,33,Chennai,Electronics,Positive,High,No,Out of Stock,2,Correct
Swiggy Instamart,2.4,Could between involve manage thing whose gas whom list thus clear law.,16,Chennai,Essentials,Neutral,High,No,In Stock,5,Correct
Zepto,3.1,Main despite nothing perform seven why.,51,Hyderabad,Grocery,Positive,Medium,No,Out of Stock,1,Correct
JioMart,4.5,Already without simply clearly discussion for stage through house later water woman.,45,Ahmedabad,Essentials,Negative,Low,No,In Stock,3,Incorrect
Blinkit,3.7,Your indicate him true cup majority onto indeed.,46,Chennai,Essentials,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,2.7,Prevent take interview staff mention member it heavy use decision among.,44,Bangalore,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
Swiggy Instamart,2.6,Store central fall me theory those its road speech statement everything.,20,Mumbai,Food,Positive,Medium,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.1,Material money them off street level offer morning.,43,Delhi,Electronics,Positive,Low,Yes,In Stock,2,Correct
Blinkit,1.7,Real without hundred window life huge beyond collection relationship black remember.,58,Bangalore,Food,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.2,Effect special it military thousand challenge seem food effect.,45,Hyderabad,Pharmacy,Positive,High,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,2.0,You heavy which involve occur product practice above together accept front.,37,Pune,Electronics,Positive,Medium,Yes,In Stock,4,Incorrect
JioMart,2.1,Minute hour sister so main clear beautiful will.,40,Lucknow,Grocery,Positive,High,Yes,Out of Stock,4,Correct
Zepto,3.4,Call tough continue stop bill take save exactly spring team beautiful eat.,25,Lucknow,Essentials,Neutral,Medium,No,In Stock,3,Correct
Blinkit,2.4,News never value everything man left care somebody pressure during push.,23,Hyderabad,Essentials,Negative,High,Yes,In Stock,3,Incorrect
Blinkit,3.3,Movement friend improve spend discuss chair program toward foreign care must.,15,Bangalore,Grocery,Negative,Medium,No,In Stock,2,Incorrect
Blinkit,4.4,Cultural art camera ability short really employee.,20,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,2,Correct
Swiggy Instamart,4.5,Forward bag too environmental hot late with fall plan provide make.,22,Mumbai,Food,Negative,High,Yes,In Stock,3,Incorrect
JioMart,2.5,Lead woman director call growth focus light something.,41,Lucknow,Electronics,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,2.2,Brother statement wide hotel leader region grow line space trip foot.,38,Jaipur,Grocery,Positive,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.1,Employee main the along sense professional effort move rise.,48,Delhi,Food,Positive,Medium,Yes,Out of Stock,2,Correct
JioMart,2.3,Stand family serious religious certain guy democratic team seat.,30,Ahmedabad,Pharmacy,Negative,Medium,Yes,In Stock,4,Correct
Zepto,2.4,Must toward consumer thousand interest southern movement same cost oil mother room job.,26,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,3.6,Majority unit why manager minute course store region still.,58,Ahmedabad,Grocery,Neutral,Low,No,In Stock,5,Incorrect
Zepto,2.8,Explain say billion sell tax into her while nearly.,28,Kolkata,Pharmacy,Positive,High,Yes,In Stock,3,Incorrect
JioMart,2.5,Assume cover subject indeed body down environment behind partner former we dream decision.,18,Mumbai,Essentials,Negative,Low,No,Out of Stock,2,Correct
Swiggy Instamart,1.1,Decade ever forget child season mention talk production national special wrong although.,22,Kolkata,Grocery,Neutral,Low,No,In Stock,3,Correct
Zepto,4.7,Contain necessary whatever their any among how star assume hot near.,22,Pune,Pharmacy,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.3,Rest artist place myself range bank personal.,52,Ahmedabad,Essentials,Negative,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,3.5,Great region health suggest with break.,20,Bangalore,Essentials,Neutral,Low,Yes,In Stock,4,Correct
Zepto,5.0,Sort tree expect receive size cost treatment create human avoid.,60,Jaipur,Grocery,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,1.5,Enough artist as former full different put position model sense training vote recognize.,21,Delhi,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,2.7,Five south relate law each write.,54,Pune,Grocery,Positive,High,Yes,In Stock,5,Incorrect
Blinkit,3.8,Mrs whom born indeed television room number these modern reality also.,43,Chennai,Pharmacy,Negative,High,Yes,In Stock,3,Incorrect
Zepto,2.1,Like whom against ten visit little little not.,53,Delhi,Essentials,Positive,Low,No,In Stock,4,Incorrect
Zepto,4.1,Green model civil land data green.,52,Kolkata,Grocery,Neutral,Medium,Yes,In Stock,2,Incorrect
Swiggy Instamart,4.2,Theory something leader oil power job deal might population become pay drive indeed.,10,Lucknow,Essentials,Neutral,Medium,No,Out of Stock,1,Correct
Swiggy Instamart,3.1,Unit age former personal husband owner remain offer hospital house risk car the.,56,Ahmedabad,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
Zepto,4.7,From operation student watch professor off table either Congress.,47,Kolkata,Electronics,Neutral,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,1.5,Ball blue work professor meet build identify like.,60,Chennai,Food,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,4.8,Instead sound picture song draw prepare he.,46,Jaipur,Pharmacy,Negative,Low,No,Out of Stock,1,Incorrect
Blinkit,1.1,Commercial since attorney our thought our network partner key million west every into.,54,Delhi,Electronics,Positive,High,Yes,In Stock,5,Incorrect
Zepto,1.7,Mission rest step only his director job voice would.,40,Mumbai,Grocery,Positive,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,4.1,Color car every hundred end one especially modern couple blood most.,56,Chennai,Electronics,Negative,High,No,In Stock,2,Correct
JioMart,4.1,To four simple our always thus example remember.,32,Mumbai,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,4.6,Drop truth tonight role study know still parent benefit measure program man.,34,Kolkata,Pharmacy,Negative,Medium,No,Out of Stock,1,Correct
Zepto,4.9,Special cover ball discover gas personal information.,54,Lucknow,Grocery,Negative,Low,Yes,In Stock,5,Correct
Blinkit,4.4,Space her table remember sport too determine single family indeed generation couple.,59,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,3,Correct
Zepto,1.2,Cut newspaper food receive democratic development action.,18,Hyderabad,Food,Positive,High,No,Out of Stock,4,Correct
Zepto,4.1,Way big clear attack suggest easy.,41,Bangalore,Food,Neutral,Medium,No,Out of Stock,2,Incorrect
Zepto,4.7,None black factor or entire production check last participant always less bed they.,12,Mumbai,Pharmacy,Neutral,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.1,History within leader country store toward player.,60,Kolkata,Grocery,Neutral,High,Yes,In Stock,4,Correct
Zepto,4.9,Piece success business first specific do week defense left.,29,Lucknow,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,1.7,Movie responsibility action eye example eye turn free economic air former east action.,26,Kolkata,Electronics,Neutral,High,Yes,In Stock,2,Correct
JioMart,2.1,Land individual maybe a total add paper final play sister blue writer.,55,Mumbai,Grocery,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,2.6,Congress imagine computer difference five word economic sort.,41,Pune,Pharmacy,Positive,Low,Yes,Out of Stock,2,Correct
JioMart,3.3,Right heart theory score financial happy better where water create.,12,Mumbai,Pharmacy,Positive,Medium,No,In Stock,2,Correct
Blinkit,2.5,Former through toward what study hold respond.,23,Hyderabad,Pharmacy,Positive,High,Yes,In Stock,5,Correct
Zepto,4.2,Section behind difference result billion through technology check difference city even authority something.,49,Chennai,Pharmacy,Neutral,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.4,Teach story responsibility be nearly few bad film.,25,Mumbai,Food,Negative,High,Yes,In Stock,2,Incorrect
Zepto,4.2,Special meeting staff never finally understand production ever.,19,Delhi,Food,Negative,Low,No,Out of Stock,1,Correct
Blinkit,1.2,Yeah throw level responsibility support rule wife economic set reason.,59,Pune,Food,Negative,Medium,No,Out of Stock,1,Incorrect
Blinkit,1.2,He keep expert career who inside likely turn clear every important.,44,Jaipur,Grocery,Negative,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,3.0,Evidence discover can carry director option here audience show start identify.,37,Bangalore,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,2.0,Upon money administration price carry marriage realize available box.,59,Delhi,Essentials,Positive,Low,No,In Stock,2,Correct
Zepto,4.1,Much career start front per from as population cup.,19,Kolkata,Electronics,Negative,Medium,Yes,In Stock,2,Correct
Blinkit,4.3,Table sell strategy pick participant land.,38,Kolkata,Food,Negative,Medium,No,In Stock,3,Incorrect
Blinkit,3.2,Ever suffer month join wall do late speech north walk wife garden.,39,Chennai,Food,Negative,Medium,Yes,Out of Stock,5,Incorrect
JioMart,2.8,Watch short manager look professor stuff.,17,Kolkata,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Zepto,2.2,Represent fund other per all enter serious seek fall huge.,57,Mumbai,Electronics,Positive,Medium,Yes,Out of Stock,2,Incorrect
Zepto,4.2,Himself term enough so throw or add.,34,Ahmedabad,Pharmacy,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.5,Action say first low moment six morning arm interesting parent authority determine.,41,Ahmedabad,Food,Positive,Low,Yes,In Stock,1,Incorrect
JioMart,3.4,Top while ask decision open ready reach whole image themselves statement or drug.,47,Chennai,Food,Negative,High,Yes,In Stock,5,Incorrect
Zepto,2.9,Much them summer future upon success treat free American point big four base.,52,Delhi,Essentials,Positive,Medium,No,In Stock,1,Correct
JioMart,1.5,Minute sell beat sort TV perhaps home message.,36,Ahmedabad,Essentials,Positive,High,Yes,In Stock,4,Correct
JioMart,1.7,Author recently person about run final probably meet address low.,10,Hyderabad,Essentials,Positive,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,1.5,Meeting expect audience rise quickly increase who daughter they even agent born.,34,Mumbai,Grocery,Negative,High,No,In Stock,3,Incorrect
Zepto,3.8,Program letter away civil maintain television sometimes care health either black.,18,Lucknow,Pharmacy,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,4.4,Politics president three life hand author speech relationship.,13,Jaipur,Grocery,Neutral,Low,No,In Stock,3,Incorrect
Blinkit,2.1,Task history language certain we attack trade college Congress shake billion happen lawyer.,25,Pune,Grocery,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.8,Research evening last far rise order treatment one few Republican sign.,55,Mumbai,Grocery,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,3.5,Southern drug stand eat result hotel such support mission recent address.,28,Bangalore,Pharmacy,Neutral,Low,No,Out of Stock,3,Incorrect
